Data,Hora,Ano,Mês,Site,Manchete,Polaridade
22/08/2023,08:29:00,2023,agosto,Só Notícias,Trasladados corpos de funcionário de fazenda e mulher mortos em acidente em MT; 3 feridos,1
22/08/2023,09:00:00,2023,agosto,Reporter MT,"Motociclista bate em cavalo, perde controle e morre atropelado",1
22/08/2023,10:24:00,2023,agosto,Estadão MT,Motociclista é encontrado morto ao lado de sua moto em estrada rural,1
22/08/2023,11:48:00,2023,agosto,Só Notícias,Corpo em decomposição é encontrado em área rural de Guarantã,1
22/08/2023,14:39:00,2023,agosto,Estadão MT,Primeira-dama participa da 2ª edição do Mutirão da Cidadania em Vila Bela,2
22/08/2023,16:35:00,2023,agosto,Reporter MT,Homem é achado carbonizado 2 dias após esposa ser morta a tiros,1
22/08/2023,07h:31,2023,agosto,Gazeta Digital,"Homem cai de moto, não resiste e morre em estrada vicinal de MT",1
22/08/2023,09h:20,2023,agosto,Folhamax,Piloto é encontrado morto ao lado de motocicleta em estrada de terra,1
22/08/2023,11h:32,2023,agosto,Folhamax,Primeira-dama de MT participa da 2ª edição do Mutirão,2
22/08/2023,11h:48,2023,agosto,Gazeta Digital,"Antes de ser morto, homem foi torturado em creche abandonada no Dom Aquino",1
22/08/2023,14h:15,2023,agosto,Folhamax,Homem foi torturado em creche abandonada antes de ser assassinado,1
22/08/2023,15h:23,2023,agosto,Gazeta Digital,Corpo é achado queimado e com mãos amarradas em MT,1
22/08/2023,15h:50,2023,agosto,Gazeta Digital,"Após 4 dias de buscas, bombeiros localizam corpo de jovem desaparecido em rio de MT",1
22/08/2023,16h:39,2023,agosto,Folhamax,"Após 4 dias de buscas, bombeiros localizam corpo de jovem",1
23/08/2023,11:35:00,2023,agosto,Só Notícias,Sepultado estoquista que morreu ao tentar atravessar rio em Mato Grosso,1
23/08/2023,16:05:00,2023,agosto,Estadão MT,"Motociclista bate em cavalo, cai na pista e morre atropelado por carro",1
23/08/2023,17:25:00,2023,agosto,Só Notícias,Morto em acidente em Sinop será  sepultado no Maranhão,1
23/08/2023,20:39:00,2023,agosto,Reporter MT,Corpo de jovem que se afogou no rio Sepotuba é encontrado,1
23/08/2023,07h:57,2023,agosto,Gazeta Digital,"Após bebedeira, homem vai tomar banho de rio, se afoga e morre",1
23/08/2023,12h:25,2023,agosto,Folhamax,"Após bebebeira, homem entra em rio para nadar e morre afogado",1
23/08/2023,18h:00,2023,agosto,Gazeta Digital,Homem é achado atrás de caminhonete com tiro na cabeça e mãos amarradas,1
23/08/2023,18h:19,2023,agosto,Folhamax,Virginia acompanha mutirão na fronteira de MT,1
24/08/2023,08:33:00,2023,agosto,Reporter MT,Bandido morre e comparsa fica ferido em confronto com a Força Tática,1
24/08/2023,09:10:00,2023,agosto,Estadão MT,Bandido com várias passagens criminais morre durante confronto em Cuiabá,1
24/08/2023,15:25:00,2023,agosto,Reporter MT,Homem mata ex-enteada de 15 anos com facada no pescoço e tira a própria vida em seguida,1
24/08/2023,16:29:00,2023,agosto,Só Notícias,Polícia confirma mortes de homem e adolescente em Mato Grosso,1
24/08/2023,18:00:00,2023,agosto,Estadão MT,Jovem é amarrado e assassinado a tiro dentro de caminhonete em MT,1
24/08/2023,11h:20,2023,agosto,Folhamax,Adolescente de 15 anos é executado com 3 tiros no Nortão de MT,1
24/08/2023,15h:35,2023,agosto,Folhamax,Homem mata ex-enteada de 15 anos e tira vida em seguida em MT,1
24/08/2023,19h:02,2023,agosto,Folhamax,Politec tem atendimento 24h às mulheres vítimas de violência,2
25/08/2023,09:24:00,2023,agosto,Só Notícias,Caminhão e moto pegam fogo em acidente no Mato Grosso; um morto,1
25/08/2023,10:03:00,2023,agosto,Midia News,Nova carteira de identidade nacional adota o CPF como número de registro geral,2
25/08/2023,10:10:00,2023,agosto,Reporter MT,Jovem é morto com tiro na cabeça ao defender irmão durante briga em bar,1
25/08/2023,14:16:00,2023,agosto,Reporter MT,Vídeo: Idoso de 80 anos morre após bater moto de frente com caminhão,1
25/08/2023,08h:27,2023,agosto,Gazeta Digital,Politec oferece atendimento 24 horas para mulheres vítimas de violência,2
25/08/2023,08h:29,2023,agosto,Folhamax,Nova carteira de identidade tem CPF como número de registro geral,2
25/08/2023,09h:37,2023,agosto,Gazeta Digital,Bióloga aponta culpa das vítimas e responsabiliza Valley por confusão que provocou acidente,1
25/08/2023,10h:25,2023,agosto,Folhamax,"Após batida entre moto e carreta, idoso de 80 anos morre carbonizado",1
25/08/2023,11h:11,2023,agosto,Folhamax,Bióloga aponta culpa das vítimas e responsabiliza Valley,1
26/08/2023,10:51:00,2023,agosto,Estadão MT,Adolescente de 14 anos é morto a tiros dentro de casa,1
26/08/2023,16:13:00,2023,agosto,Estadão MT,Sesp entrega rádios digitais e conclui substituição de aparelhos em 100% dos municípios,2
26/08/2023,09h:30,2023,agosto,Folhamax,Adolescente de 14 anos é morto a tiros dentro de casa em MT,1
26/08/2023,10h:11,2023,agosto,Gazeta Digital,Perito criminal de MT retorna de missão humanitária de combate a incêndios florestais no Canadá,2
26/08/2023,11h:30,2023,agosto,Folhamax,Perito criminal de MT retorna de missão humanitária,2
26/08/2023,17h:35,2023,agosto,Folhamax,Sesp entrega rádios digitais e aparelhos analógicos,2
27/08/2023,08:50:00,2023,agosto,Reporter MT,Babá é presa por morte de bebê de 7 meses,1
27/08/2023,10:18:00,2023,agosto,Estadão MT,Homem é executado com nove tiros na varanda de casa,1
27/08/2023,11:01:00,2023,agosto,Só Notícias,"Babá é presa por morte de bebê em Lucas do Rio Verde, confirma Polícia Civil",1
27/08/2023,15:43:00,2023,agosto,Estadão MT,"Idoso de 69 anos é encontrado morto por vizinhos, em quitinete em Cuiabá",1
27/08/2023,16:30:00,2023,agosto,Reporter MT,Dois criminosos executam homem com nove tiros na área de casa,1
27/08/2023,07h:54,2023,agosto,Gazeta Digital,Jovem de 23 anos é assassinado durante aniversário da esposa em casa do interior,1
27/08/2023,08h:02,2023,agosto,Gazeta Digital,Homem de 31 anos é encontrado morto com 9 tiros na porta de casa em Juína,1
27/08/2023,09h:05,2023,agosto,Gazeta Digital,Bebê de 7 meses morre e babá é presa por negligência em Lucas do Rio Verde,1
27/08/2023,09h:10,2023,agosto,Folhamax,Babá é presa por negligência em morte de bebê em MT,1
27/08/2023,10h:35,2023,agosto,Folhamax,Idoso de 69 anos é encontrado morto em quitinete em Cuiabá,1
28/08/2023,08:08:00,2023,agosto,Só Notícias,Homem é encontrado morto em bairro em Sorriso; perícia analisa hipótese de acidente ou homicídio,1
28/08/2023,08:48:00,2023,agosto,Reporter MT,Homem mata a ex-esposa com várias facadas e tira a própria vida em seguida,1
28/08/2023,09:33:00,2023,agosto,Só Notícias,Colisão entre caminhões deixa um morto em rodovia no Mato Grosso,1
28/08/2023,09:47:00,2023,agosto,Estadão MT,Homem mata mulher a facadas e depois tira a própria vida em MT,1
28/08/2023,10:48:00,2023,agosto,Reporter MT,Mulher morre em batida entre dois caminhões; bebê e marido escapam,1
28/08/2023,11:59:00,2023,agosto,Só Notícias,Acidente entre moto e caminhão deixa um morto no centro de Sinop; vídeo,1
28/08/2023,18:38:00,2023,agosto,Só Notícias,Vídeo: morto em acidente com caminhão será sepultado em Sinop nesta 3ª,1
28/08/2023,07h:49,2023,agosto,Gazeta Digital,Servidora da Sefaz morre após bater moto contra poste na avenida Ulisses Pompeu,1
28/08/2023,08h:07,2023,agosto,Folhamax,Mulher que morreu ao bater em poste era servidora da Sefaz,1
28/08/2023,08h:11,2023,agosto,Gazeta Digital,Homem de 32 anos morre após capotar veículo e cair em córrego na zona rural,1
28/08/2023,08h:21,2023,agosto,Folhamax,Carro capota em córrego e motorista morre no interior de MT,1
28/08/2023,09h:48,2023,agosto,Gazeta Digital,"Mulher morre presa às ferragens em acidente, mas salva filho bebê",1
28/08/2023,14h:43,2023,agosto,Folhamax,Violência psicológica causa danos morais e pode ser enquadrada e julgada como lesão corporal,1
28/08/2023,15h:20,2023,agosto,Gazeta Digital,Motociclista morre atropelado por caminhão em cruzamento,1
28/08/2023,15h:30,2023,agosto,Gazeta Digital,Idoso morre ao bater moto contra carreta estacionada na rua,1
28/08/2023,15h:50,2023,agosto,Gazeta Digital,Violência psicológica causa danos morais e pode ser enquadrada e julgada como lesão corporal,1
28/08/2023,17h:20,2023,agosto,Folhamax,Piloto é atingido por caminhão e morre embaixo do veículo; vídeo,1
28/08/2023,18h:46,2023,agosto,Gazeta Digital,Prefeitura suspende atendimento após princípio de incêndio,1
29/08/2023,08:59:00,2023,agosto,Só Notícias,Motociclista morre ao perder o controle e atingir guard-rail em rodovia no Nortão,1
29/08/2023,09:25:00,2023,agosto,Reporter MT,Homem morre atropelado por ônibus; motorista não prestou socorro,1
29/08/2023,16:03:00,2023,agosto,Estadão MT,Perícia psíquica pode ajudar a responsabilizar agressores por motivar suicídio de vítimas,2
29/08/2023,07h:00,2023,agosto,Gazeta Digital,Juiz mantém prisão de homem que matou ex e dá prazo para entrega de teste de sanidade,0
29/08/2023,08h:16,2023,agosto,Gazeta Digital,Homem morre após bater em traseira de caminhão e ser atropelado,1
29/08/2023,08h:23,2023,agosto,Folhamax,Justiça mantém prisão de feminicida por matar ex e cobra laudo de exame,0
29/08/2023,08h:55,2023,agosto,Folhamax,Motorista de ônibus mata pedestre e diz que não viu vítima em MT,1
29/08/2023,10h:33,2023,agosto,Gazeta Digital,Motociclista morre ao perder controle em curva da MT-320,1
29/08/2023,11h:00,2023,agosto,Gazeta Digital,Casa de madeira pega fogo e morador morre carbonizado,1
30/08/2023,07:30:00,2023,agosto,Estadão MT,Dono de boca de fumo é assassinado a tiros no meio da rua em MT,1
30/08/2023,08:00:00,2023,agosto,Reporter MT,Mulher é morta a tiros dentro de quitinete; marido foi preso,1
30/08/2023,09:49:00,2023,agosto,Só Notícias,Quatro morrem em acidente entre carro e caminhão na BR-163 entre Nova Mutum e Diamantino ,1
30/08/2023,09:51:00,2023,agosto,Reporter MT,Motociclista morre atropelado por caminhão; veja vídeo,1
30/08/2023,10:17:00,2023,agosto,Reporter MT,Vídeo: Dois homens são mortos a tiros em bar enquanto jogavam sinuca,1
30/08/2023,10:36:00,2023,agosto,Estadão MT,Vídeo: Dupla executa dois jogadores de sinuca e deixa mais dois feridos em bar,1
30/08/2023,10:59:00,2023,agosto,Só Notícias,Polícia faz operação em Mato Grosso e apreende milhares de brinquedos falsificados ,1
30/08/2023,13:59:00,2023,agosto,Só Notícias,Identificados 4 mortos do acidente entre caminhão e carro na BR-163 entre Nova Mutum e Diamantino  ,1
30/08/2023,15:16:00,2023,agosto,Midia News,Politec capacita servidores para emissão da nova carteira de identidade,2
30/08/2023,17:15:00,2023,agosto,Reporter MT,Quatro vítimas de batida entre Fiat Uno e caminhão são identificadas,1
30/08/2023,07h:00,2023,agosto,Gazeta Digital,Mulher é morta em quitinete de Cuiabá; marido acaba preso,1
30/08/2023,07h:58,2023,agosto,Gazeta Digital,"Homem é encontrado morto, no meio da rua em MT, com marcas de tiro na cabeça",1
30/08/2023,08h:02,2023,agosto,Folhamax,Dono de boca de fumo é executado a tiros em cidade de MT,1
30/08/2023,10h:51,2023,agosto,Folhamax,"PC ""invade"" 4 lojas e apreende milhares de brinquedos falsificados em Cuiabá",1
30/08/2023,11h:28,2023,agosto,Folhamax,Politec capacita servidores do interior e cartorários,2
30/08/2023,14h:13,2023,agosto,Folhamax,Sesp debate ressocialização de presidiários em MT,2
30/08/2023,14h:36,2023,agosto,Folhamax,Magistrado apresenta principais sistemas do Judiciário,1
30/08/2023,19h:20,2023,agosto,Folhamax,Dupla invade salão e executa cabeleireiro na frente de clientes em MT; vídeo,1
31/08/2023,07:39:00,2023,agosto,Só Notícias,Quatro mortos em acidente na BR-163 serão sepultados em Nova Mutum  ,1
31/08/2023,07:41:00,2023,agosto,Reporter MT,Barbeiro é executado a tiros enquanto atendia clientes,1
31/08/2023,07:55:00,2023,agosto,Estadão MT,Cabeleireiro com passagem por homicídio é executado a tiros em MT,1
31/08/2023,09:37:00,2023,agosto,Só Notícias,Homem morre após ser atingido por árvore em Guarantã do Norte  ,1
31/08/2023,16:08:00,2023,agosto,Só Notícias,Diretor de empresa no setor imobiliário é morto a tiros no Nortão; prefeito decreta luto,1
31/08/2023,07h:28,2023,agosto,Gazeta Digital,Barbeiro de 27 anos é assassinado na porta de salão em MT,1
31/08/2023,11h:00,2023,agosto,Gazeta Digital,Trabalhador de 68 anos morre após ser esmagado por árvore,1
01/09/2023,07:51:00,2023,setembro,Só Notícias,Mãe e dois filhos morrem em acidente entre carro e carreta em rodovia de Mato Grosso,1
01/09/2023,10:31:00,2023,setembro,Estadão MT,Adolescente de 16 anos é executada dentro de casa com tiro na cabeça,1
01/09/2023,10:55:00,2023,setembro,Reporter MT,Adolescente de 16 anos é executada dentro de casa,1
01/09/2023,15:12:00,2023,setembro,Só Notícias,Trabalhador sofre descarga elétrica e morre em Mato Grosso  ,1
01/09/2023,17:25:00,2023,setembro,Só Notícias,Ossada é localizada em área de garimpo no Nortão,1
01/09/2023,18:15:00,2023,setembro,Reporter MT,"Gerente de supermercado é presa por ""gato"" na energia em Cuiabá",1
01/09/2023,07h:14,2023,setembro,Gazeta Digital,Dupla invade casa e mata jovem de 21 anos no banheiro,1
01/09/2023,07h:32,2023,setembro,Gazeta Digital,Adolescente de 16 anos é morta com tiros na cabeça dentro da sala de casa em MT,1
01/09/2023,07h:34,2023,setembro,Gazeta Digital,Batida entre carro e caminhão deixa 3 mortos na BR-070,1
01/09/2023,07h:50,2023,setembro,Gazeta Digital,Corpo de homem é achado às margens de rodovia de MT com 12 perfurações de tiro,1
01/09/2023,08h:47,2023,setembro,Gazeta Digital,Diretor de empresa é assassinado com vários tiros em avenida no interior de MT,1
01/09/2023,09h:03,2023,setembro,Folhamax,Motorista bêbado invade pista e mata idoso que pilotava moto motocicleta,1
01/09/2023,18h:20,2023,setembro,Folhamax,"Gerente de mercado é presa por ""gato"" de R$ 100 mil na energia",1
01/09/2023,19h:30,2023,setembro,Folhamax,Policiais acham ossada de vítima carbonizada em garimpo em MT,1
02/09/2023,09:45:00,2023,setembro,Só Notícias,Homem é assassinado com vários tiros na cabeça em Mato Grosso  ,1
02/09/2023,11:19:00,2023,setembro,Estadão MT,"Jovem é assassinado a tiros no Jardim Vitória, em Cuiabá",1
02/09/2023,08h:12,2023,setembro,Folhamax,Jovem é executado a tiros em bairro periférico de Cuiabá,1
02/09/2023,09h:45,2023,setembro,Folhamax,Jovem é executado com 20 tiros de pistola em cidade turística de MT,1
02/09/2023,11h:40,2023,setembro,Gazeta Digital,Ossada humana é achada em área de garimpo no nortão,1
02/09/2023,14h:21,2023,setembro,Gazeta Digital,Jovem de 23 anos morre após colidir moto em árvore,1
02/09/2023,16h:21,2023,setembro,Folhamax,Piloto morre na hora ao bater motocicleta contra árvore em MT,1
03/09/2023,10:15:00,2023,setembro,Estadão MT,Usuário de drogas é assassinado a tiros após pedir dinheiro à esposa,1
03/09/2023,18:17:00,2023,setembro,Só Notícias,Corpo com as mãos amarradas é localizado em córrego em Sinop,1
03/09/2023,16h:43,2023,setembro,Folhamax,"Piloto morre na hora ao rampar quebra-molas, cair e bater a cabeça",1
04/09/2023,07:50:00,2023,setembro,Só Notícias,Carro bate em pilar e homem morre em Nova Mutum  ,1
04/09/2023,08:08:00,2023,setembro,Reporter MT,Jovem morre após perder controle de moto e bater cabeça em meio-fio,1
04/09/2023,08:16:00,2023,setembro,Só Notícias,Homem é assassinado em Nova Mutum e polícia investiga briga,1
04/09/2023,08:40:00,2023,setembro,Reporter MT,Jovem é executado a tiros por três bandidos no dia do aniversário,1
04/09/2023,09:22:00,2023,setembro,Estadão MT,Corpo com as mãos amarradas é encontrado boiando em rio de MT,1
04/09/2023,09:39:00,2023,setembro,Estadão MT,Homem é ferido no pescoço com machadinha durante briga com enteado,1
04/09/2023,10:47:00,2023,setembro,Reporter MT,Corpo é encontrado amarrado às margens de rio em Mato Grosso,1
04/09/2023,11:10:00,2023,setembro,Estadão MT,Homem é morto a facadas e pauladas durante briga com vizinhos de quitinete,1
04/09/2023,13:49:00,2023,setembro,Só Notícias,Sargento da PM que morreu em acidente em Nova Mutum será sepultado em Rosário ,1
04/09/2023,15:35:00,2023,setembro,Reporter MT,Sargento da PM morre após Saveiro bater em pilar de pedágio abandonado,1
04/09/2023,16:11:00,2023,setembro,Só Notícias,Polícia prende suspeito de matar homem em Alta Floresta,1
04/09/2023,20:12:00,2023,setembro,Reporter MT,Homem é morto a pauladas por vizinhos em quitinete de MT,1
04/09/2023,07h:17,2023,setembro,Gazeta Digital,Trio mata rapaz de 27 anos no dia do aniversário em Campo Novo,1
04/09/2023,10h:35,2023,setembro,Folhamax,Homem é morto a facadas durante briga com vizinhos de quitinetes,1
04/09/2023,14h:37,2023,setembro,Folhamax,Audiência debate segurança pública na região do Araguaia,1
04/09/2023,14h:41,2023,setembro,Folhamax,PC prende assassino por espancar vítima e deixar corpo em sofá,1
04/09/2023,16h:48,2023,setembro,Gazeta Digital,Jovem morre após descer em toboágua e cair em piscina de parque aquático,1
04/09/2023,18h:54,2023,setembro,Gazeta Digital,Acusado de matar desafeto espancado e com facada no peito é preso em MT,1
05/09/2023,08:22:00,2023,setembro,Só Notícias,Canoa vira e homem morre afogado em rio de Mato Grosso,1
05/09/2023,09:55:00,2023,setembro,Só Notícias,Vestes e tatuagens podem ajudar Politec a identificar ossada encontrada em Feliz Natal,2
05/09/2023,09h:16,2023,setembro,Gazeta Digital,Soldado da PM morre após equipamento de solda explodir em seu rosto,1
06/09/2023,08:21:00,2023,setembro,Só Notícias,Mulher é assassinada a tiros por dupla em moto no Nortão; PM detém suspeito,1
06/09/2023,09:30:00,2023,setembro,Reporter MT,Mulher mata namorada a facadas dentro de casa,1
06/09/2023,10:08:00,2023,setembro,Estadão MT,Homem é brutalmente assassinado por criminosos em MT,1
06/09/2023,10:08:00,2023,setembro,Reporter MT,Jovem é morta com tiro no peito durante assalto em casa,1
06/09/2023,10:36:00,2023,setembro,Só Notícias,Corpo é localizado boiando em rio no Nortão  ,1
06/09/2023,14:55:00,2023,setembro,Só Notícias,Um morre e dois são baleados em assentamento no Nortão  ,1
06/09/2023,15:57:00,2023,setembro,Estadão MT,Idoso cai na água durante pescaria com a esposa e morre afogado em VG,1
06/09/2023,20:33:00,2023,setembro,Só Notícias,Dois morrem em acidente com carretas em Nova Mutum; vítimas identificadas; BR-163 interditada por mais 5 horas,1
06/09/2023,20:55:00,2023,setembro,Reporter MT,Polícia encontra nova fraude de energia em loja que já foi alvo de operação,1
06/09/2023,08h:07,2023,setembro,Folhamax,Mulher é morta pela companheira com vários golpes de faca em MT,1
06/09/2023,08h:50,2023,setembro,Folhamax,Dupla chega de moto e executa homem sentado na frente de casa,1
06/09/2023,10h:02,2023,setembro,Folhamax,Bandido encapuzado mata mulher para roubar moto em cidade de MT,1
06/09/2023,11h:09,2023,setembro,Folhamax,Confira o que funciona do serviço público durante o feriadão em MT,1
06/09/2023,12h:50,2023,setembro,Folhamax,Corpo de idoso é encontrado atrás de tijolos em terreno baldio,1
06/09/2023,13h:13,2023,setembro,Gazeta Digital,Menor de 15 anos é apreendido suspeito de matar mulher,1
06/09/2023,14h:25,2023,setembro,Folhamax,Menor de 15 anos é apreendido suspeito de matar mulher,1
06/09/2023,19h:30,2023,setembro,Folhamax,"Preso, caminhoneiro alega que matou esposa após descoberta de amante em MT",1
07/09/2023,09:48:00,2023,setembro,Só Notícias,Sinop: polícia prende suspeito e localiza corpo em mata,1
07/09/2023,10:43:00,2023,setembro,Estadão MT,Idoso invade propriedade e morre baleado após atirar contra dono da terra,1
07/09/2023,11:30:00,2023,setembro,Estadão MT,Homem é assassinado com golpes de chuço em plena luz do dia em MT,1
07/09/2023,13:59:00,2023,setembro,Reporter MT,Menor de 15 anos é preso por morte de mulher em MT,1
07/09/2023,15:05:00,2023,setembro,Só Notícias,Mortos em acidente na BR-163 em Nova Mutum serão sepultados em Rosário e Campo Grande,1
07/09/2023,16:40:00,2023,setembro,Estadão MT,IMAGENS: Acidente entre três caminhões mata dois na BR-163 em MT,1
07/09/2023,07h:21,2023,setembro,Gazeta Digital,Acidente entre 3 veículos de carga deixa dois mortos na BR-163,1
07/09/2023,08h:15,2023,setembro,Folhamax,Acidente entre 3 caminhões mata duas pessoas na BR-163,1
07/09/2023,09h:05,2023,setembro,Folhamax,Homem é morto com golpes de faca em praça de MT,1
07/09/2023,09h:11,2023,setembro,Gazeta Digital,Mulher morre em acidente entre Fiat Strada e Siena,1
07/09/2023,10h:15,2023,setembro,Gazeta Digital,Homem é morto a facadas em praça no interior de MT,1
07/09/2023,11h:35,2023,setembro,Folhamax,Acidente em rodovia mata uma mulher e deixa dois feridos em MT,1
07/09/2023,15h:05,2023,setembro,Folhamax,Troca de tiros com a Rotam termina com um morto e 3 traficantes presos,1
07/09/2023,15h:10,2023,setembro,Folhamax,Acidente entre quatro veículos mata uma pessoa na MT-158,1
07/09/2023,18h:08,2023,setembro,Gazeta Digital,Traficante é morto durante troca de tiros em VG,1
08/09/2023,08:58:00,2023,setembro,Estadão MT,Jovem é executada a tiros no meio da rua no interior de MT,1
08/09/2023,09:00:00,2023,setembro,Reporter MT,Mulher é assassinada com tiros na cabeça,1
08/09/2023,13:04:00,2023,setembro,Estadão MT,Jovem é brutalmente assassinado e tem o coração arrancado em MT,1
08/09/2023,07h:05,2023,setembro,Gazeta Digital,Morto em confronto com a Rotam tinha 6 passagens criminais,1
08/09/2023,08h:10,2023,setembro,Gazeta Digital,Mulher é assassinada com 5 tiros em rua do interior de MT,1
08/09/2023,08h:52,2023,setembro,Folhamax,Dupla executa mulher com cinco tiros em cidade de MT; veja vídeo,1
09/09/2023,09:26:00,2023,setembro,Estadão MT,Jovem de 17 anos é executado com tiro na cabeça no meio da rua,1
09/09/2023,17:05:00,2023,setembro,Estadão MT,Corpo de adolescente sequestrada por faccionados é encontrado em região de mata,1
09/09/2023,18:10:00,2023,setembro,Só Notícias,Polícia confirma localização em mata do corpo de menor que estava desaparecida em Lucas do Rio Verde,1
09/09/2023,07h:26,2023,setembro,Gazeta Digital,Menor de 17 anos é morto com tiros na cabeça em rua de Sinop,1
09/09/2023,22h:01,2023,setembro,Folhamax,PC acha corpo de menina de 15 anos sequestrada; cabeça foi arrancada,1
10/09/2023,08:38:00,2023,setembro,Reporter MT,Polícia encontra corpo de adolescente sequestrada; vítima foi decapitada,1
10/09/2023,09:15:00,2023,setembro,Só Notícias,Motociclista morre em colisão com carro em rodovia estadual no Nortão,1
10/09/2023,09:40:00,2023,setembro,Estadão MT,Jovem envolvido em execução de adolescente é preso pela polícia,1
10/09/2023,16:15:00,2023,setembro,Reporter MT,Bandidos invadem quitinete e matam dois durante jogo de truco,1
10/09/2023,17:35:00,2023,setembro,Estadão MT,Idoso é encontrado morto sentado no vaso sanitário e em estado de decomposição,1
10/09/2023,09h:13,2023,setembro,Gazeta Digital,Sobrinho de senador morre dentro de apartamento no interior do Estado,1
10/09/2023,09h:26,2023,setembro,Gazeta Digital,Homem sente odor e encontra corpo de idoso em decomposição,1
10/09/2023,11h:10,2023,setembro,Folhamax,Corpo de idoso é encontrado em decomposição em casa de Cuiabá,1
10/09/2023,14h:20,2023,setembro,Folhamax,Motociclista de 22 anos morre em acidente envolvendo 3 carros,1
10/09/2023,15h:25,2023,setembro,Gazeta Digital,Idoso e mulher morrem após veículo cair no rio Esperança,1
10/09/2023,15h:25,2023,setembro,Folhamax,Idoso e mulher morrem após carro cair em rio em MT,1
11/09/2023,07:39:00,2023,setembro,Só Notícias,Criança morre afogada em rio de Sorriso,1
11/09/2023,08:35:00,2023,setembro,Só Notícias,Homem é morto a pedradas após discussão em festa no Nortão,1
11/09/2023,09:59:00,2023,setembro,Estadão MT,Adolescente e amigo são mortos enquanto jogavam truco em MT,1
11/09/2023,10:40:00,2023,setembro,Reporter MT,Menino de 8 anos morre afogado no Rio Lira em MT,1
11/09/2023,10:53:00,2023,setembro,Reporter MT,Homem morto em acidente de barco tem corpo devorado por piranhas,1
11/09/2023,11:10:00,2023,setembro,Reporter MT,Homem é morto com pedradas na cabeça após discussão em saída de festa,1
11/09/2023,11:25:00,2023,setembro,Só Notícias,Colisão entre carro e moto deixa um morto em estrada vicinal no Nortão  ,1
11/09/2023,15:00:00,2023,setembro,Reporter MT,Bandido reage à abordagem e acaba morto por soldado da PM,1
11/09/2023,16:22:00,2023,setembro,Só Notícias,Ossada humana é localizada em lavoura de fazenda entre Sorriso e Sinop,1
11/09/2023,07h:48,2023,setembro,Gazeta Digital,Menino de 8 anos morre afogado em rio durante lazer com a família,1
11/09/2023,08h:42,2023,setembro,Gazeta Digital,Homem ameaça militar com arma e acaba morto no interior de MT,1
11/09/2023,08h:59,2023,setembro,Gazeta Digital,"Homem mata o desafeto a pedradas, volta para festa e conta sobre crime",1
11/09/2023,09h:34,2023,setembro,Folhamax,"Bandido ameaça matar policial e acaba ""cancelado"" em MT",1
11/09/2023,10h:28,2023,setembro,Gazeta Digital,Piranhas atacam cadáver de homem após acidente de barco; um desaparecido,1
11/09/2023,11h:02,2023,setembro,Folhamax,"Após briga em festa de igreja, homem é morto a pedradas na zona rural em MT",1
11/09/2023,19h:15,2023,setembro,Folhamax,TJ anula provas do Coaf contra policiais presos por tráfico em MT,1
11/09/2023,19h:40,2023,setembro,Folhamax,Testemunha revela que ex-policial usava nome falso em App de pegação,1
12/09/2023,07:49:00,2023,setembro,Só Notícias,Homem é assassinado a tiros em Nova Mutum,1
12/09/2023,08:29:00,2023,setembro,Estadão MT,Idoso de 79 anos é morto por criminosos em Cuiabá,1
12/09/2023,08:36:00,2023,setembro,Reporter MT,Homem é encontrado morto com pés amarrados dentro de casa em Cuiabá,1
12/09/2023,08:50:00,2023,setembro,Estadão MT,Fotos: Morador de rua tenta invadir residência e morre esmagado em Cuiabá,1
12/09/2023,09:58:00,2023,setembro,Reporter MT,Bandido morre esmagado por portão após invadir comércio em Cuiabá,1
12/09/2023,11:25:00,2023,setembro,Só Notícias,"Homem encontrado em lavoura em Sorriso pode ter sido morto com arma branca, segundo delegado",1
12/09/2023,16:13:00,2023,setembro,Reporter MT,Jovem de 21 anos morre após Duster invadir contramão e bater de frente com Gol,1
12/09/2023,16:25:00,2023,setembro,Só Notícias,Jovem morre e dois ficam feridos em colisão entre carros em rodovia de Mato Grosso  ,1
12/09/2023,07h:31,2023,setembro,Gazeta Digital,Idoso de 79 anos é achado morto e amarrado dentro de casa em Cuiabá,1
12/09/2023,07h:40,2023,setembro,Gazeta Digital,Jovem de 25 anos é assassinado com dois tiros; 'amigo' é suspeito,1
12/09/2023,08h:09,2023,setembro,Gazeta Digital,Ossada humana é encontrada em lavoura de fazenda de MT,1
12/09/2023,08h:34,2023,setembro,Folhamax,Ladrão morre esmagado por portão ao roubar comércio em Cuiabá,1
12/09/2023,10h:03,2023,setembro,Gazeta Digital,Homem morre em acidente entre Gol e Duster na MT-235,1
12/09/2023,15h:21,2023,setembro,Folhamax,Funcionário de fazenda encontra ossada humana  em lavoura,1
13/09/2023,07:17:00,2023,setembro,Estadão MT,Quadrilha vira alvo de operação por desviar cargas de grande cervejaria,1
13/09/2023,12:13:00,2023,setembro,Reporter MT,Jovem de 19 anos morre após furar preferencial e bater moto em caminhão da prefeitura,1
13/09/2023,15:49:00,2023,setembro,Midia News,Centro Estadual de Cidadania realizou mais de 98 mil atendimentos,1
13/09/2023,17:21:00,2023,setembro,Midia News,Politec capacita peritos para uso de equipamento de alta precisão,2
13/09/2023,07h:30,2023,setembro,Folhamax,PC mira quadrilha por desviar cervejas da Ambev e girar R$ 13 milhões,1
